subid,abstime,trial,edits,deletes,edges,drawtime,standard,drawndiagram
pie8423,735628,6,39,0,21,67572,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|85;145|84;184|184;228|228;188|188;145|145;109|109;49|109;149|149;170|130;170|109;130|130;112|112;91|91;109|112;192|192;228|188;170
pie8423,801025,7,39,3,15,63516,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|106;128|128;110|110;88|110;190|190;210|210;246|246;186|186;168|168;128|106;168|124;186|124;224|224;246
pie8423,903324,8,37,1,16,89763,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;89|89;110|110;128|128;151|151;169|125;205|205;249|249;213|213;173|173;191|191;151|173;172|172;171|110;150
pie8423,1017108,9,65,10,11,111453,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|130;165|165;209|209;174|174;214|214;231|231;271|271;289|289;209|165;245|245;289
pie8423,1168218,10,21,0,12,149095,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|167;211|211;175|175;153|175;195|195;213|213;273|273;291|291;211|167;247|247;291
MOR0420,130285,1,37,5,10,82850,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|336;326|326;66|146;156|150;70|226;236|332;256|228;76|150;190
MOR0420,224652,2,41,2,17,86443,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|124;304|304;366|366;367|367;326|326;331|331;370|370;371|371;313|313;133|133;90|304;313|264;273|267;127|127;130|130;270
MOR0420,302456,3,29,0,16,73361,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|124;188|188;308|308;310|310;211|211;233|233;333|333;335|335;215|215;136|136;76|76;74|74;153|153;150|150;67
MOR0420,405409,4,31,0,17,97550,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|286;296|296;259|259;239|239;257|257;157|157;179|179;159|159;116|116;106|106;164|296;116|294;114|234;226|226;166|166;174
MOR0420,462670,5,15,0,9,51333,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|277;77|64;232|272;72|190;184|268;68|73;157
MOR0420,597269,6,39,0,21,65742,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|85;145|145;109|109;49|84;184|184;228|228;188|188;145|228;192|192;112|112;130|130;109|109;91|91;112|109;149|149;170|130;170|170;188
MOR0420,646264,7,26,0,14,46187,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|88;110|110;128|128;106|106;168|128;168|110;210|210;246|246;186|186;168|186;124|124;224|224;246
MOR0420,795465,8,33,1,16,82056,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;205|205;249|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|128;151|110;150
MOR0420,955831,9,33,3,11,120719,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|130;165|174;209|165;209|209;289|165;245|245;289|271;289|271;231|231;214|214;174
MOR0420,1115785,10,39,0,21,104596,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|167;211|211;193|193;171|171;153|193;213|213;231|231;211|231;209|209;249|249;271|271;291|291;247|247;167|291;255|271;235|255;235|235;213|153;193|249;231
Mac0508,114430,1,29,0,14,96954,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|70;190|190;76|66;146|146;150|146;226|226;228|228;190|228;236|150;156|226;326|336;326|332;256
Mac0508,273813,2,55,1,19,141961,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|133;90|264;124|264;273|133;273|127;130|130;270|127;267|264;304|313;273|313;304|304;366|366;367|367;326|326;331|370;331|371;370|371;313
Mac0508,435697,3,39,0,16,136726,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|124;188|150;67|153;150|74;153|74;76|136;76|215;136|215;335|335;333|333;233|233;211|211;310|308;310|308;188
Mac0508,609956,4,47,0,20,146098,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|106;164|164;106|113;106|286;293|293;113|233;226|166;226|166;173|113;115|295;115|293;295|258;295|238;258|238;256|156;256|156;178|178;158|158;115
Mac0508,742991,5,31,1,9,104693,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|277;77|157;73|72;272|68;268|64;232|190;184
Mac0508,867335,6,43,0,21,94856,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|84;184|228;184|85;145|145;109|49;109|109;91|91;112|112;130|130;109|109;149|149;170|170;130|145;188|188;228|188;170|112;192|228;192
Mac0508,1030441,7,47,3,14,130794,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|106;128|128;110|110;88|106;168|168;128|124;186|186;168|246;186|124;224|246;224|246;210|210;110
Mac0508,1199255,8,60,5,20,151741,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;89|110;89|110;128|128;151|151;169|110;150|125;205|249;205|249;231|191;192|212;192|232;212|232;231|192;171|151;191|192;173|172;171|172;173
Mac0508,1260434,9,3,0,2,30123,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210
Mac0508,1330812,10,17,1,8,62737,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|167;189|189;153|153;213|214;196|213;214|196;189
288LCKU,171105,1,84,6,21,159040,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;76|76;66|76;66|69;70|73;76|96;156|176;196|216;236|86;66|86;326|336;326|326;332|332;256|236;226|226;228|228;76|146;156|190;70|333;334
288LCKU,369018,2,68,3,17,196153,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|124;304|366;304|304;313|313;133|133;90|127;130|127;267|130;270|264;273|366;367|367;326|313;371|371;370|370;331|331;326
288LCKU,523997,3,90,13,16,150670,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|124;188|188;308|308;310|310;211|211;233|233;333|333;335|335;215|215;136|136;76|76;74|74;153|153;150|150;67
288LCKU,685421,4,68,8,13,159208,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|295;286|135;295|293;133|233;226|226;166|166;173|164;106|106;115|133;113|135;115|256;156
288LCKU,871760,5,14,0,8,182255,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;276|184;190|268;68|272;72|232;64|74;116
288LCKU,1028182,6,54,2,21,151206,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|84;48|84;85|85;145|145;109|109;49|84;184|184;228|228;188|188;145|228;192|192;112|112;91|91;109|109;130|130;112|109;149|149;170|170;130|170;188
288LCKU,1214954,7,56,7,15,185100,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|124;186|186;168|168;106|124;224|246;224|246;186|246;210|210;110|110;88|106;128|128;110|128;168|162;263
288LCKU,1401553,8,52,2,17,178635,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|89;125|110;89|110;128|128;151|151;169|125;205|205;249|249;213|213;173|173;191|191;151|110;150|172;173|171;172|142;85
288LCKU,1616467,9,56,3,11,211188,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|130;166|166;210|210;290|290;246|246;166|290;272|272;232|232;214|214;174
288LCKU,1802282,10,52,2,23,182951,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|153;171|171;193|193;211|211;167|167;247|247;291|291;273|291;271|271;253|271;249|249;209|209;231|231;213|231;211|213;193|153;193|249;231|273;255|255;235|253;235|235;213
CAD1234,96281,1,41,4,10,84332,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|66;326|336;76|336;326|332;256|236;226|228;152|156;146|190;70|152;76
CAD1234,226105,2,81,18,4,125859,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|124;304|366;304
CAD1234,338232,3,29,0,16,109225,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|124;188|308;188|308;310|211;310|211;233|233;333|333;335|335;215|136;215|76;136|74;76|74;153|153;150|67;150
CAD1234,462977,4,31,0,17,113831,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|164;106|106;114|286;294|294;257|114;157|257;237|157;177|177;155|237;255|255;155|114;294|292;112|232;226|172;166|166;226
CAD1234,527659,5,15,0,9,61582,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|77;277|268;68|272;72|73;157|64;232|184;190
CAD1234,618896,6,43,0,21,84215,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|84;48|84;85|84;184|184;228|228;188|188;170|149;170|149;109|109;130|130;170|130;112|112;91|91;109|109;49|85;145|145;188|109;145|228;192|112;192
CAD1234,673235,7,27,0,14,48804,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|124;224|246;224|246;186|124;186|186;168|106;168|106;128|128;168|128;110|88;110|110;210|246;210
CAD1234,757937,8,37,2,16,78994,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;90|125;205|205;249|128;151|151;169|128;91|90;91|151;191|191;173|173;213|213;249|172;173|172;171|91;151
CAD1234,908826,9,35,4,11,103686,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;209|130;165|165;209|209;289|165;245|245;289|289;271|271;231|231;214|174;214
CAD1234,1032374,10,53,7,11,120748,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|153;171|167;211|211;193|171;193|167;187|187;231|231;213|211;231|193;213
swn6983,166344,1,41,1,11,129210,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|336;326|66;326|66;146|156;146|70;190|226;236|236;226|76;228|332;256
swn6983,325839,2,46,2,16,152699,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|90;133|133;273|267;127|130;127|270;130|124;304|304;313|313;273|264;273|367;366|366;304|367;326|370;313|370;331
swn6983,456967,3,35,0,16,128649,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|188;124|188;308|308;310|67;150|150;153|153;74|74;76|76;136|136;215|335;215|335;333|333;233|233;211|211;310
swn6983,611974,4,30,1,15,152998,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|164;106|286;295|106;115|295;115|293;113|166;226|226;233|166;173|256;156|295;258|258;238|238;256|115;158
swn6983,719598,5,29,0,10,100037,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|77;277|277;264|184;190|268;68|272;72|137;157|157;73|64;232
swn6983,819516,6,39,0,21,87307,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|85;145|145;109|109;49|84;184|184;228|228;192|228;188|188;145|188;170|170;149|149;109|170;130|130;109|109;91|91;112|112;130|112;192
swn6983,879640,7,25,0,14,54810,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|88;110|110;128|128;106|110;210|210;246|246;186|186;168|168;128|106;168|124;186|124;224|224;246
swn6983,1037239,8,41,1,17,153751,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;89|89;110|110;128|128;151|151;169|125;205|205;249|249;231|231;213|213;173|173;191|191;151|173;172|172;171|150;110
swn6983,1200174,9,39,1,13,156941,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|209;210|214;174|232;214|231;232|209;289|289;271|271;231|209;165|165;130|165;245|245;289
swn6983,1332860,10,39,0,20,123586,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|167;211|211;193|193;171|171;153|167;247|247;291|291;271|271;249|249;209|209;231|231;213|213;193|291;255|255;235|235;271|235;213|249;231|153;213
por0024,66383,1,17,0,9,58828,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;326|336;326|332;236|206;216|208;76|170;70|126;136
por0024,229912,2,59,5,21,160409,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|90;133|273;133|313;273|304;313|273;264|304;124|267;127|129;130|127;130|130;270|304;325|304;367|368;367|327;368|327;331|331;332|371;332|371;372|313;372
por0024,323489,3,33,1,16,90284,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|67;151|154;151|75;154|77;75|137;77|137;195|195;335|333;335|333;253|253;231|328;231|326;328|206;326|206;124
por0024,454151,4,47,1,22,129100,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|295;286|224;164|164;126|126;135|135;295|135;137|137;297|297;295|235;226|226;166|166;175|137;180|200;179|178;179|178;258|200;180|298;280|260;280|260;259|259;258|298;297
por0024,565236,5,21,0,10,109198,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;278|278;78|78;77|72;264|72;272|144;152|268;172|74;158
por0024,739919,6,114,26,7,172529,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,106;206|106;70|70;71|71;107|107;106|107;167|167;71
por0024,908363,7,75,14,11,165268,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,125;107|125;245|267;245|267;207|207;125|267;231|231;151|151;169|151;107|107;169|187;169
por0024,1063452,8,54,4,21,153008,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|249;268|268;188|188;169|268;225|225;165|145;188|165;145|125;145|185;203|203;243|264;286|243;264|266;246|286;266|267;286|247;227|246;227|247;267|246;203
por0024,1130103,9,27,1,12,64815,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|210;310|310;266|266;226|226;190|190;130|310;274|274;174|249;226|249;250|190;191
por0024,1282689,10,106,25,5,150601,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,149;171|149;114|114;159|159;177|177;154
car7777,177671,1,129,0,63,134625,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;86|106;86|106;126|126;146|166;146|166;186|186;206|206;226|226;246|246;266|266;286|286;306|306;326|326;327|327;328|328;329|329;330|330;331|331;332|333;332|333;334|334;335|335;336|256;275|275;294|294;313|313;332|236;235|235;234|234;233|233;232|232;231|231;230|230;229|229;228|228;227|227;226|228;209|209;190|190;171|171;152|190;170|170;150|146;147|147;148|148;149|149;150|150;151|151;152|152;153|153;154|154;155|155;156|150;130|130;110|110;90|90;70|152;133|133;114|114;95|95;76
car7777,285685,2,65,4,22,103690,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|124;144|144;164|164;204|204;244|244;264|264;304|304;366|366;367|367;326|326;331|331;370|370;371|371;313|313;304|313;133|133;90|264;273|267;127|127;130|130;270
car7777,429407,3,47,3,16,141363,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|124;188|188;308|308;310|310;211|211;233|233;333|333;335|335;215|215;136|136;76|76;74|74;153|153;150|150;67
car7777,544995,4,33,0,17,102991,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|286;295|295;258|258;238|238;256|256;156|178;156|178;158|158;115|115;106|106;164|295;115|113;293|233;226|226;166|166;173
car7777,621183,5,21,0,11,71863,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|77;277|277;264|157;73|72;272|232;148|148;68|148;268|190;184|148;64
car7777,708020,6,39,0,21,81326,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|85;84|84;48|85;145|84;184|49;109|145;109|184;228|228;192|192;112|112;91|91;109|112;130|130;109|109;149|149;170|130;170|170;188|188;145|188;228
car7777,810965,7,29,1,14,64551,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|124;186|106;168|168;186|124;224|224;246|186;246|246;210|88;110|110;210|110;128|128;106|128;168
car7777,899166,8,37,0,17,82647,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|249;213|125;89|89;110|110;128|128;151|151;169|213;193|193;173|173;191|191;151|249;205|125;205|173;172|172;171|110;150
car7777,1035218,9,27,2,11,129322,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|210;166|166;130|166;266|266;310|310;210|310;292|174;214|214;232|232;292
car7777,1189507,10,61,5,20,135658,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|167;211|211;193|193;171|171;153|167;267|267;311|211;231|231;187|231;213|213;193|153;173|173;192|311;275|275;255|255;291|291;247|247;230|232;255
Goe0543,125692,1,55,10,9,106201,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;326|326;336|332;256|226;236|146;156|229;76|191;71
Goe0543,194879,2,33,0,17,66740,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|124;304|90;133|133;313|371;313|304;366|367;366|371;370|370;331|367;326|326;331|273;264|127;130|130;270|127;267|304;313
Goe0543,268584,3,29,0,16,71358,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|124;189|189;309|309;311|311;212|212;234|234;334|334;336|336;216|216;138|138;78|78;76|76;134|134;131|131;67
Goe0543,299994,4,7,1,3,25295,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|164;106
Goe0543,360062,5,25,2,9,57984,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|277;77|277;264|268;68|272;72|73;157|232;64|190;184
Goe0543,436007,6,43,0,21,70931,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|85;145|84;184|109;49|109;145|109;130|109;149|149;170|170;130|130;112|112;91|91;109|170;188|188;145|188;228|228;184|192;112|192;228
Goe0543,477165,7,25,0,14,39031,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|88;110|110;128|128;106|128;168|168;186|186;124|106;168|186;246|124;224|224;246|110;210|210;246
Goe0543,525689,8,29,0,16,42327,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;205|205;249|169;151|151;191|191;173|173;213|213;249|173;172|172;171|151;128|128;110|110;89|89;125|110;150
Goe0543,633107,9,28,1,13,80791,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|130;166|174;214|210;209|166;165|165;209|214;231|231;271|271;289|289;209|165;245|245;289
Goe0543,784550,10,37,0,20,79397,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|153;171|171;193|193;211|211;167|211;231|193;213|213;231|153;193|213;235|231;209|209;249|249;271|271;235|235;255|255;291|291;271|291;247|167;247
BAL1955,167185,1,71,16,10,151833,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|66;76|336;326|326;66|66;76|76;336|332;256|332;236|226;236|226;228
BAL1955,440838,2,68,7,16,150408,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|124;304|367;368|367;304|368;327|327;332|332;371|371;372|372;334|334;315|90;133|133;313|313;304|127;130|130;270
BAL1955,509746,3,41,0,16,65644,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|188;124|67;150|150;153|153;74|74;76|76;136|235;136|235;335|335;333|333;233|233;211|211;310|310;308|308;188
BAL1955,644394,4,65,3,19,130476,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|164;106|296;286|296;259|239;259|239;256|256;156|156;179|179;159|159;116|116;106|114;294|234;226|226;166|174;166|295;115|154;134|113;154
BAL1955,750889,5,35,2,14,100433,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|277;77|73;157|184;188|188;268|188;190|190;64|190;232|232;272|212;72|212;232|188;68
BAL1955,836325,6,81,10,22,81095,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|84;164|164;208|208;168|168;150|150;110|110;92|92;132|208;172|172;132|150;129|129;89|110;89|89;71|71;92|168;125|125;89|89;49|85;125
BAL1955,890032,7,55,6,17,51574,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|124;186|186;168|168;128|128;106|106;88|110;128|88;110|110;150|150;210|210;227|246;227|246;186|246;224|224;124|168;106
BAL1955,956981,8,45,0,21,61785,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;205|205;249|249;214|214;174|174;191|191;151|151;169|169;125|128;129|150;129|128;91|90;89|108;125|108;89|90;91|150;151|174;153|153;171|91;151
BAL1955,1088452,9,67,8,12,126666,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|174;214|214;250|210;228|250;310|228;328|328;310|228;184|184;130|184;284|328;284
BAL1955,1247417,10,71,10,12,156547,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|153;171|171;193|131;167|193;211|211;167|167;227|227;271|271;211|193;253|253;271|193;153
ART1984,59328,1,15,0,9,37281,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;326|326;336|332;256|226;236|146;156|76;228|70;190
ART1984,105770,2,31,0,17,41332,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|90;133|133;313|313;304|304;124|264;273|267;127|127;130|130;270|304;366|366;367|367;326|326;331|331;370|370;371|371;313
ART1984,162192,3,29,0,16,50280,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|67;150|150;153|153;74|74;76|76;136|136;215|215;335|335;333|333;233|233;211|211;310|310;308|308;188|188;124
