subid,abstime,trial,edits,deletes,edges,drawtime,standard,drawndiagram
ter4281,1208513,5,15,0,9,53570,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|277;77|157;73|72;272|64;232|190;184|268;68
ter4281,1296279,6,39,0,21,83496,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|84;184|184;228|228;188|188;145|145;109|109;49|85;145|188;170|170;130|130;109|109;149|149;170|109;91|91;112|112;130|112;192|192;228
ter4281,1353250,7,25,0,14,39891,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|124;224|224;246|246;186|186;124|186;168|168;128|128;106|88;110|110;128|110;210|210;246|106;168
ter4281,1451630,8,37,0,20,89516,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|169;205|205;285|285;249|205;204|204;186|186;143|143;125|204;284|284;285|143;183|183;204|183;201|201;241|241;262|262;222|222;204|262;244|222;201
ter4281,20499687,9,8,1,4,162519,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|210;290|290;272
ter4281,20645128,10,37,0,20,136686,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|167;211|167;247|211;231|231;209|209;249|249;271|271;291|291;247|211;193|193;171|171;153|249;213|193;153|193;213|213;235|235;271|291;255|255;235
bwl0930,70053,1,19,0,10,59272,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;326|326;329|329;336|332;256|236;226|228;76|156;146|70;190
bwl0930,171049,2,33,0,17,98584,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|124;304|304;366|366;367|367;326|326;331|331;370|370;371|371;313|313;133|90;133|127;130|304;313|264;273|127;267|130;270
bwl0930,255294,3,29,0,16,81831,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|67;150|150;153|74;153|74;76|76;136|136;235|235;335|335;333|333;253|253;231|231;310|310;308|308;188|188;124
bwl0930,416841,4,42,2,15,156303,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|164;106|114;106|286;294|294;114|166;226|166;174|234;226|114;116|294;296|296;116|116;159|239;296|116;159
bwl0930,526634,5,25,2,9,106933,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|77;277|264;277|68;268|72;272|73;157|232;64|184;190
bwl0930,658478,6,107,16,21,128079,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|84;184|228;184|188;228|188;145|145;85|188;170|228;192|192;112|112;130|130;170|170;149|149;109|109;91|91;112|109;130|49;109|109;145
bwl0930,703257,7,25,0,14,42532,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|124;186|124;224|224;246|246;186|186;168|168;106|106;128|128;168|88;110|110;128|110;210|210;246
bwl0930,832444,8,145,28,17,125294,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;205|205;249|169;151|128;151|151;191|231;249|231;213|213;173|173;191|173;172|172;171|128;110|110;89|89;125|110;150
bwl0930,972952,9,74,11,12,138674,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,246;290|246;146|190;290|146;190|154;190|154;110|110;146|154;194|194;212|212;252|290;272|272;252
bwl0930,1106450,10,65,10,13,131036,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,191;147|147;247|247;291|291;191|147;129|129;111|111;154|154;155|155;191|155;175|175;193|193;273|273;291
CDL2006,88599,1,19,0,10,60407,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|336;326|326;66|146;156|70;190|190;76|226;236|190;228|256;332
CDL2006,159751,2,35,0,19,64460,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|127;130|90;133|264;124|127;267|130;270|133;273|273;264|264;304|313;273|304;313|326;331|331;370|367;326|367;366|366;304|370;371|371;313
CDL2006,241894,3,33,0,16,80538,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|74;76|74;153|153;150|150;67|188;124|308;188|308;310|310;211|211;233|233;333|333;335|335;215|76;136|136;215
CDL2006,359433,4,41,1,20,98156,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|164;106|226;166|173;166|226;233|233;113|233;293|293;286|106;113|113;115|293;295|295;115|156;256|256;238|178;156|158;178|158;115|238;258|258;295
CDL2006,431938,5,27,1,11,68626,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|77;277|268;68|272;72|73;157|148;64|212;232|232;148|190;184
CDL2006,499699,6,39,0,21,63664,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|85;84|84;48|84;184|145;85|145;109|109;49|109;149|149;170|170;130|130;109|109;91|91;112|112;130|170;188|188;145|188;228|228;184|112;192|192;228
CDL2006,619269,7,25,0,14,37332,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|106;128|128;110|110;88|128;168|168;106|168;186|186;124|186;246|246;224|224;124|246;210|210;110
CDL2006,703807,8,33,1,16,75595,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;89|89;110|110;128|128;151|151;169|125;205|205;249|249;213|213;173|173;191|191;151|173;172|172;171|110;150
CDL2006,853060,9,55,8,12,146273,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|210;209|209;165|165;130|174;214|214;231|231;271|271;289|289;209|165;245|245;289
CDL2006,1010476,10,53,2,23,150863,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|167;211|211;193|193;171|171;153|167;247|211;231|231;209|209;249|249;271|271;291|291;247|231;213|213;193|193;153|271;253|291;273|235;253|273;255|235;213|255;235|249;231
ACG9306,82494,1,17,0,9,52458,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;326|336;326|332;256|236;226|228;76|70;190|146;156
ACG9306,199475,2,51,4,17,113828,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|90;133|133;313|124;304|304;313|273;264|267;127|127;130|130;270|304;366|366;367|367;326|326;331|313;371|371;370|370;331
ACG9306,323992,3,29,0,16,86655,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|124;188|150;67|150;153|153;74|74;76|136;76|188;308|308;310|310;211|211;233|233;333|333;335|335;215|215;136
ACG9306,15717557,4,35,0,17,92482,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|164;107|286;296|296;116|116;107|294;114|174;166|234;226|226;166|116;159|159;179|157;179|157;257|296;259|259;239|239;257
ACG9306,15787925,5,15,0,9,65412,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|277;77|72;272|73;157|64;232|190;184|268;68
ACG9306,15850609,6,39,0,21,59723,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|85;145|49;109|109;145|109;91|91;112|112;130|130;109|109;149|149;170|170;130|112;192|192;228|228;188|188;170|188;145|84;184|184;228
ACG9306,15906382,7,25,0,14,52397,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|88;110|110;128|128;106|128;168|168;106|124;186|186;168|110;210|210;246|246;186|246;224|224;124
ACG9306,15973671,8,29,0,16,63785,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;205|205;249|249;213|213;173|173;191|191;151|151;169|151;128|125;89|89;110|110;128|173;172|172;171|110;150
ACG9306,16084258,9,63,9,14,106273,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|130;147|166;147|166;165|165;209|209;210|209;289|289;245|245;165|289;271|231;271|231;214|214;174
ACG9306,16224388,10,59,5,21,135557,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|167;211|211;193|193;171|171;153|167;247|211;231|231;209|231;213|213;193|247;291|291;271|271;249|249;209|291;274|255;274|271;235|235;255|153;193|235;213
QRS1969,112183,1,33,3,9,101835,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;326|336;326|146;156|226;236|256;332|76;228|190;70
QRS1969,230932,2,41,1,20,114430,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|90;133|133;273|273;264|264;124|264;304|304;313|313;273|267;127|127;129|129;130|130;270|326;331|331;370|370;371|371;313|326;367|367;366|366;304
QRS1969,333397,3,39,2,17,99771,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|67;150|150;153|153;74|74;76|76;136|136;215|215;315|315;335|335;333|333;233|233;211|211;310|310;308|308;188|188;124
QRS1969,423514,4,41,1,20,85465,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|164;106|286;293|293;113|113;106|173;166|166;206|206;226|226;233|293;295|295;115|115;113|156;256|156;178|178;158|158;115|256;238|238;258|258;295
QRS1969,475371,5,15,0,9,50307,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|77;277|277;264|68;268|72;272|64;232|184;190|73;157
QRS1969,534945,6,39,0,21,57089,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|85;145|145;109|109;49|84;184|184;228|228;188|188;145|188;170|170;130|130;109|109;149|149;170|109;91|91;112|112;130|112;192|192;228
QRS1969,576846,7,25,0,14,39923,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|88;110|110;128|128;106|106;168|168;128|168;186|186;124|186;246|246;224|224;124|246;210|210;110
QRS1969,636480,8,29,0,16,49763,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;205|205;249|169;151|151;191|191;173|173;213|213;249|173;172|172;171|151;128|128;110|110;89|89;125|110;150
QRS1969,691570,9,19,0,11,52063,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|130;166|166;210|210;290|290;246|246;166|290;272|272;232|232;214|214;174
QRS1969,817077,10,37,0,20,119376,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|153;171|171;193|193;211|211;167|211;231|231;213|213;193|231;209|209;249|167;247|247;291|291;271|271;249|291;255|255;235|235;271|235;213|193;153
9263,87466,1,53,7,10,72503,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|336;76|326;336|66;326|146;156|246;226|226;236|256;332|228;76|70;190
9263,241805,2,102,18,12,150897,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|133;90|127;130|124;304|367;368|304;367|304;313|127;247|264;273|130;270|267;127
9263,262694,3,5,0,2,19432,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67
9263,299812,4,18,3,1,35320,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,204;167
9263,336225,5,19,1,4,34098,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|264;277|77;277|66;104
9263,402736,6,55,3,21,63639,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|84;48|84;85|84;184|184;228|85;145|145;109|49;109|109;91|91;112|112;130|130;109|109;149|130;170|149;170|170;188|145;188|188;228|228;192|112;192
9263,436737,7,25,0,14,31880,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|186;124|168;106|186;168|124;224|224;246|246;186|246;210|88;110|110;210|128;110|106;128|128;228
9263,449685,8,1,0,2,10949,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169
9263,465769,9,1,0,2,14980,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210
9263,482650,10,3,0,2,15655,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167
per8758,83802,1,27,1,12,67603,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;76|76;66|66;76|66;326|326;336|236;226|156;146|190;70|228;76|332;256
per8758,196672,2,53,4,19,108981,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|90;133|273;133|124;264|264;273|313;273|264;304|304;313|267;127|130;270|127;130|367;304|368;327|367;368|331;327|370;331|370;371|313;371
per8758,290053,3,33,1,16,88341,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|67;150|154;150|76;154|78;76|138;78|217;138|337;217|335;337|335;234|212;234|311;212|309;311|189;309|124;189
per8758,422950,4,65,15,2,130797,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,305;243|243;183
per8758,517366,5,21,1,9,90757,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|277;77|272;72|73;157|68;268|184;190|64;232
per8758,673433,6,69,4,25,150944,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|84;48|84;85|84;184|85;145|228;184|145;109|49;149|170;149|170;130|130;109|130;112|113;112|113;131|131;130|131;171|171;170|109;91|91;112|131;113|113;233|233;228|228;208|208;171
per8758,733225,7,29,0,14,56773,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|88;110|110;210|128;110|106;128|106;168|128;168|168;186|124;186|124;224|246;224|246;210|186;246
per8758,871952,8,55,4,19,136096,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|249;268|268;188|188;169|188;144|144;125|144;264|268;246|246;166|246;264|264;304|304;306|306;246|304;262|262;142|142;124|124;125|142;144
per8758,1016200,9,65,9,14,142123,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|130;166|166;210|210;310|310;266|166;266|310;274|174;274|238;274|238;198|198;234|198;134|134;131
per8758,1078564,10,29,0,16,59718,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|167;211|211;157|157;136|136;153|153;194|211;271|271;247|247;167|271;256|256;194|256;219|219;157|136;114|114;153
zen2006,185379,1,23,0,13,84729,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;146|150;146|70;150|190;150|66;146|146;326|326;336|226;236|228;76|150;156|256;332
zen2006,305172,2,43,1,21,116629,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|90;133|127;130|267;127|130;270|267;270|264;267|270;273|133;273|124;264|304;264|273;313|304;313|326;331|367;326|370;331|367;366|366;304|370;371|371;313
zen2006,420636,3,29,0,16,113294,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|74;76|153;74|150;153|67;150|136;76|215;136|335;215|333;335|233;333|211;233|310;211|308;310|188;308|188;124
zen2006,573898,4,44,1,21,151121,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|286;287|246;287|246;250|289;250|290;289|290;232|172;232|224;232|192;184|187;190|187;107|107;47|50;47|50;190|44;164|172;52|44;6|52;9|9;7
zen2006,728819,5,19,1,9,152529,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|277;77|272;72|73;157|232;64|268;68|184;190
zen2006,819416,6,39,0,21,86047,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|85;84|85;145|109;145|49;109|184;84|228;184|188;228|188;145|188;170|170;130|170;149|149;109|130;109|109;91|112;91|112;130|112;192|192;228
zen2006,889505,7,25,0,14,67240,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|88;110|110;128|128;106|168;128|106;168|110;210|210;246|186;246|168;186|186;124|124;224|224;246
zen2006,1014850,8,35,1,16,123713,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|249;205|205;125|249;213|173;213|173;172|169;151|151;191|191;173|172;171|151;128|110;128|89;110|89;125|110;150
zen2006,1161027,9,45,4,15,142912,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|210;166|130;166|210;290|214;174|214;231|231;271|271;289|209;289|210;209|209;165|166;165|165;245|289;245
zen2006,1320781,10,54,7,15,158106,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|167;211|153;171|193;171|193;211|211;231|213;231|213;193|231;209|209;269|247;167|269;247|153;193|291;271
cou2950,100818,1,23,0,11,79242,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;326|336;326|332;256|236;226|228;76|146;156|190;70|66;76|76;336
cou2950,235526,2,33,0,18,131205,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|87;124|124;304|304;366|366;367|367;326|326;331|331;370|370;371|371;313|313;133|133;90|264;273|127;267|270;130|130;127|304;313
cou2950,321528,3,31,0,16,82716,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|124;188|188;308|308;310|310;211|211;233|233;333|333;335|335;215|215;136|136;76|76;74|74;153|153;150|150;67
cou2950,439497,4,43,1,20,116261,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|224;286|286;293|164;106|106;113|113;293|233;226|226;166|166;173|113;115|115;295|295;293|295;258|258;238|238;256|256;156|156;178|178;158|158;115
cou2950,548144,5,27,0,11,105833,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|77;64|64;264|264;277|277;77|64;232|272;72|73;157|268;68|188;190
cou2950,651487,6,43,0,22,99583,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;49|48;84|84;184|184;228|228;188|188;170|170;130|130;109|109;149|149;170|85;145|145;188|130;112|112;192|109;91|91;112|192;228|49;109|84;85|85;84
cou2950,711803,7,29,1,14,56198,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|106;168|168;128|128;110|110;88|106;128|110;210|210;246|246;186|186;168|124;224|224;246|186;124
cou2950,771357,8,29,0,16,55353,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;205|205;249|249;213|213;193|193;173|173;191|191;151|151;169|151;128|128;110|110;89|173;172|172;171|89;125
cou2950,815115,9,21,0,12,41335,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|130;147|147;166|166;210|166;246|246;290|290;210|290;272|272;232|232;214|174;214
cou2950,856751,10,13,0,8,39042,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|153;173|173;209|209;167|209;269|269;251|191;251
Joh2086,217671,1,104,18,10,150398,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,76;66|326;66|326;336|336;76|236;233|233;226|332;256|229;228|228;76|146;156
Joh2086,281679,2,31,0,17,60589,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|90;133|133;313|124;304|304;313|273;264|267;127|130;127|130;270|304;366|313;371|371;370|331;370|331;326|326;367|367;366
Joh2086,348913,3,29,0,16,65010,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|67;150|150;153|153;74|74;76|76;136|136;215|215;335|335;333|333;233|233;211|211;310|310;308|308;188|188;124
Joh2086,453604,4,49,4,17,102642,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|164;106|106;115|286;295|295;115|113;293|233;226|226;166|166;173|115;158|158;178|178;156|295;258|258;238|238;256|256;156
Joh2086,516471,5,25,1,9,60437,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|277;77|157;73|72;272|232;64|268;68|190;184
Joh2086,573964,6,47,2,20,55407,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|49;109|109;145|145;85|84;184|184;228|228;188|188;145|188;170|170;149|149;109|109;91|91;112|112;130|130;170|228;192|192;112
Joh2086,615100,7,25,0,14,38595,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|106;128|128;110|110;88|110;210|210;246|246;224|224;124|246;186|186;168|168;128|168;106|124;186
Joh2086,681640,8,31,0,16,59231,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|249;213|213;173|173;191|191;151|151;169|151;128|128;110|110;89|89;125|125;205|205;249|173;172|171;172|110;150
Joh2086,737577,9,19,0,11,53884,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|210;290|290;246|246;166|166;130|210;166|290;272|272;232|232;214|214;174
Joh2086,848360,10,35,0,18,103125,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|167;211|211;193|193;171|171;153|153;213|167;247|213;231|209;231|209;249|247;291|249;271|291;271|271;235|235;213|291;255|255;235
pie8423,153178,1,37,1,9,108197,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;326|326;336|76;228|226;236|70;190|146;156|256;332
pie8423,317637,2,48,1,21,159736,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|124;264|264;304|304;366|366;367|367;326|326;331|331;370|370;371|371;333|333;133|133;90|264;273|313;304|267;127|127;130|130;270|352;371|333;371|371;333
pie8423,442677,3,39,1,16,121112,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|150;67|150;153|153;74|74;76|76;136|136;215|215;335|335;333|333;233|233;211|211;310|310;308|308;188|188;124
pie8423,582426,4,71,12,17,137105,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,306;368|306;126|126;89|89;92|92;135|135;315|315;373|372;373|372;333|333;328|328;369|369;368|306;315|275;266|129;269|132;272|129;132
pie8423,665104,5,23,1,11,74824,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|277;77|73;157|72;272|232;64|268;188|184;188|188;68|188;190
